Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total_Income,Credit_Card_Debt,Existing_Personal_Loan,Employment_Type
LP001835,Male,Yes,0,Not Graduate,No,1668,3890,201,360,0,Semiurban,N,5558,1014.35,0,Self-Employed
LP001836,Female,No,2,Graduate,No,3427,0,138,360,1,Urban,N,3427,765.23,0,Salaried
LP001841,Male,No,0,Not Graduate,Yes,2583,2167,104,360,1,Rural,Y,4750,2056.8,0,Self-Employed
LP001843,Male,Yes,1,Not Graduate,No,2661,7101,279,180,1,Semiurban,Y,9762,1880.31,0,Salaried
LP001844,Male,No,0,Graduate,Yes,16250,0,192,360,0,Urban,N,16250,2051.92,1,Salaried
LP001846,Female,No,3+,Graduate,No,3083,0,255,360,1,Rural,Y,3083,926.63,1,Salaried
LP001849,Male,No,0,Not Graduate,No,6045,0,115,360,0,Rural,N,6045,2848.83,0,Salaried
LP001854,Male,Yes,3+,Graduate,No,5250,0,94,360,1,Urban,N,5250,1906.87,0,Salaried
LP001859,Male,Yes,0,Graduate,No,14683,2100,304,360,1,Rural,N,16783,5144.45,0,Salaried
LP001864,Male,Yes,3+,Not Graduate,No,4931,0,128,360,,Semiurban,N,4931,462.18,0,Salaried
LP001865,Male,Yes,1,Graduate,No,6083,4250,330,360,,Urban,Y,10333,3376.34,0,Salaried
LP001868,Male,No,0,Graduate,No,2060,2209,134,360,1,Semiurban,Y,4269,2115.39,0,Salaried
LP001870,Female,No,1,Graduate,No,3481,0,155,36,1,Semiurban,N,3481,393.48,1,Salaried
LP001871,Female,No,0,Graduate,No,7200,0,120,360,1,Rural,Y,7200,2039.39,0,Salaried
LP001872,Male,No,0,Graduate,Yes,5166,0,128,360,1,Semiurban,Y,5166,2297.93,0,Salaried
LP001875,Male,No,0,Graduate,No,4095,3447,151,360,1,Rural,Y,7542,2891.19,0,Salaried
LP001877,Male,Yes,2,Graduate,No,4708,1387,150,360,1,Semiurban,Y,6095,2216.49,0,Salaried
LP001882,Male,Yes,3+,Graduate,No,4333,1811,160,360,0,Urban,Y,6144,2249.43,0,Salaried
LP001883,Female,No,0,Graduate,,3418,0,135,360,1,Rural,N,3418,723.83,0,Salaried
LP001884,Female,No,1,Graduate,No,2876,1560,90,360,1,Urban,Y,4436,807.87,0,Salaried
LP001888,Female,No,0,Graduate,No,3237,0,30,360,1,Urban,Y,3237,1340.81,1,Salaried
LP001891,Male,Yes,0,Graduate,No,11146,0,136,360,1,Urban,Y,11146,4620.59,0,Self-Employed
LP001892,Male,No,0,Graduate,No,2833,1857,126,360,1,Rural,Y,4690,2064.46,0,Salaried
LP001894,Male,Yes,0,Graduate,No,2620,2223,150,360,1,Semiurban,Y,4843,2232.42,0,Salaried
LP001896,Male,Yes,2,Graduate,No,3900,0,90,360,1,Semiurban,Y,3900,1092.41,0,Salaried
LP001900,Male,Yes,1,Graduate,No,2750,1842,115,360,1,Semiurban,Y,4592,1265.93,0,Salaried
LP001903,Male,Yes,0,Graduate,No,3993,3274,207,360,1,Semiurban,Y,7267,2973.89,1,Salaried
LP001904,Male,Yes,0,Graduate,No,3103,1300,80,360,1,Urban,Y,4403,1507.96,1,Salaried
LP001907,Male,Yes,0,Graduate,No,14583,0,436,360,1,Semiurban,Y,14583,5335.7,1,Salaried
LP001908,Female,Yes,0,Not Graduate,No,4100,0,124,360,,Rural,Y,4100,1673.24,0,Salaried
LP001910,Male,No,1,Not Graduate,Yes,4053,2426,158,360,0,Urban,N,6479,2918.81,0,Salaried
LP001914,Male,Yes,0,Graduate,No,3927,800,112,360,1,Semiurban,Y,4727,955.32,0,Self-Employed
LP001915,Male,Yes,2,Graduate,No,2301,985.7999878,78,180,1,Urban,Y,3286.799988,719.85,0,Self-Employed
LP001917,Female,No,0,Graduate,No,1811,1666,54,360,1,Urban,Y,3477,320.9,1,Self-Employed
LP001922,Male,Yes,0,Graduate,No,20667,0,,360,1,Rural,N,20667,6411.44,0,Unemployed
LP001924,Male,No,0,Graduate,No,3158,3053,89,360,1,Rural,Y,6211,411.01,0,Salaried
LP001925,Female,No,0,Graduate,Yes,2600,1717,99,300,1,Semiurban,N,4317,1120.34,0,Salaried
LP001926,Male,Yes,0,Graduate,No,3704,2000,120,360,1,Rural,Y,5704,1678.06,0,Salaried
LP001931,Female,No,0,Graduate,No,4124,0,115,360,1,Semiurban,Y,4124,737.96,0,Salaried
LP001935,Male,No,0,Graduate,No,9508,0,187,360,1,Rural,Y,9508,3003.34,0,Self-Employed
LP001936,Male,Yes,0,Graduate,No,3075,2416,139,360,1,Rural,Y,5491,349.91,0,Salaried
LP001938,Male,Yes,2,Graduate,No,4400,0,127,360,0,Semiurban,N,4400,293.95,1,Unemployed
LP001940,Male,Yes,2,Graduate,No,3153,1560,134,360,1,Urban,Y,4713,1980.26,1,Salaried
LP001945,Female,No,,Graduate,No,5417,0,143,480,0,Urban,N,5417,1148.87,0,Unemployed
LP001947,Male,Yes,0,Graduate,No,2383,3334,172,360,1,Semiurban,Y,5717,612.73,0,Salaried
LP001949,Male,Yes,3+,Graduate,,4416,1250,110,360,1,Urban,Y,5666,1614.86,0,Salaried
LP001953,Male,Yes,1,Graduate,No,6875,0,200,360,1,Semiurban,Y,6875,2725.92,0,Salaried
LP001954,Female,Yes,1,Graduate,No,4666,0,135,360,1,Urban,Y,4666,686.46,0,Salaried
LP001955,Female,No,0,Graduate,No,5000,2541,151,480,1,Rural,N,7541,2490.8,0,Salaried
LP001963,Male,Yes,1,Graduate,No,2014,2925,113,360,1,Urban,N,4939,436.64,0,Salaried
LP001964,Male,Yes,0,Not Graduate,No,1800,2934,93,360,0,Urban,N,4734,346.8,0,Self-Employed
LP001972,Male,Yes,,Not Graduate,No,2875,1750,105,360,1,Semiurban,Y,4625,1337.13,0,Salaried
LP001974,Female,No,0,Graduate,No,5000,0,132,360,1,Rural,Y,5000,1466.43,0,Salaried
LP001977,Male,Yes,1,Graduate,No,1625,1803,96,360,1,Urban,Y,3428,1154.7,1,Salaried
LP001978,Male,No,0,Graduate,No,4000,2500,140,360,1,Rural,Y,6500,2448.82,1,Self-Employed
LP001990,Male,No,0,Not Graduate,No,2000,0,,360,1,Urban,N,2000,978.27,0,Salaried
LP001993,Female,No,0,Graduate,No,3762,1666,135,360,1,Rural,Y,5428,1532.52,1,Salaried
LP001994,Female,No,0,Graduate,No,2400,1863,104,360,0,Urban,N,4263,832.69,0,Salaried
LP001996,Male,No,0,Graduate,No,20233,0,480,360,1,Rural,N,20233,8251.7,1,Salaried
LP001998,Male,Yes,2,Not Graduate,No,7667,0,185,360,,Rural,Y,7667,1317.76,1,Salaried
LP002002,Female,No,0,Graduate,No,2917,0,84,360,1,Semiurban,Y,2917,722.07,0,Salaried
LP002004,Male,No,0,Not Graduate,No,2927,2405,111,360,1,Semiurban,Y,5332,454.85,0,Salaried
LP002006,Female,No,0,Graduate,No,2507,0,56,360,1,Rural,Y,2507,153.95,0,Self-Employed
LP002008,Male,Yes,2,Graduate,Yes,5746,0,144,84,,Rural,Y,5746,2776.42,0,Salaried
LP002024,,Yes,0,Graduate,No,2473,1843,159,360,1,Rural,N,4316,1839.44,0,Salaried
LP002031,Male,Yes,1,Not Graduate,No,3399,1640,111,180,1,Urban,Y,5039,1830.11,0,Salaried
LP002035,Male,Yes,2,Graduate,No,3717,0,120,360,1,Semiurban,Y,3717,869.89,0,Unemployed
LP002036,Male,Yes,0,Graduate,No,2058,2134,88,360,,Urban,Y,4192,536.5,1,Salaried
LP002043,Female,No,1,Graduate,No,3541,0,112,360,,Semiurban,Y,3541,426.32,1,Self-Employed
LP002050,Male,Yes,1,Graduate,Yes,10000,0,155,360,1,Rural,N,10000,1626.09,0,Salaried
LP002051,Male,Yes,0,Graduate,No,2400,2167,115,360,1,Semiurban,Y,4567,1357.09,0,Salaried
LP002053,Male,Yes,3+,Graduate,No,4342,189,124,360,1,Semiurban,Y,4531,1683.58,0,Salaried
LP002054,Male,Yes,2,Not Graduate,No,3601,1590,,360,1,Rural,Y,5191,1801.74,0,Unemployed
LP002055,Female,No,0,Graduate,No,3166,2985,132,360,,Rural,Y,6151,1082.39,1,Salaried
LP002065,Male,Yes,3+,Graduate,No,15000,0,300,360,1,Rural,Y,15000,7195.34,0,Self-Employed
LP002067,Male,Yes,1,Graduate,Yes,8666,4983,376,360,0,Rural,N,13649,5214.65,0,Self-Employed
LP002068,Male,No,0,Graduate,No,4917,0,130,360,0,Rural,Y,4917,1472.44,0,Salaried
LP002082,Male,Yes,0,Graduate,Yes,5818,2160,184,360,1,Semiurban,Y,7978,2595.04,0,Salaried
LP002086,Female,Yes,0,Graduate,No,4333,2451,110,360,1,Urban,N,6784,1620.16,0,Salaried
LP002087,Female,No,0,Graduate,No,2500,0,67,360,1,Urban,Y,2500,403.7,1,Salaried
LP002097,Male,No,1,Graduate,No,4384,1793,117,360,1,Urban,Y,6177,1298.33,0,Self-Employed
LP002098,Male,No,0,Graduate,No,2935,0,98,360,1,Semiurban,Y,2935,1147.68,0,Unemployed
LP002100,Male,No,,Graduate,No,2833,0,71,360,1,Urban,Y,2833,160,0,Salaried
LP002101,Male,Yes,0,Graduate,,63337,0,490,180,1,Urban,Y,63337,6475.11,1,Salaried
LP002103,,Yes,1,Graduate,Yes,9833,1833,182,180,1,Urban,Y,11666,824.8,1,Self-Employed
LP002106,Male,Yes,,Graduate,Yes,5503,4490,70,,1,Semiurban,Y,9993,682.8,0,Salaried
LP002110,Male,Yes,1,Graduate,,5250,688,160,360,1,Rural,Y,5938,2582.78,0,Self-Employed
LP002112,Male,Yes,2,Graduate,Yes,2500,4600,176,360,1,Rural,Y,7100,2603.19,0,Salaried
LP002113,Female,No,3+,Not Graduate,No,1830,0,,360,0,Urban,N,1830,481.98,0,Salaried
LP002114,Female,No,0,Graduate,No,4160,0,71,360,1,Semiurban,Y,4160,391.15,1,Salaried
LP002115,Male,Yes,3+,Not Graduate,No,2647,1587,173,360,1,Rural,N,4234,1148.38,0,Salaried
LP002116,Female,No,0,Graduate,No,2378,0,46,360,1,Rural,N,2378,625.56,0,Salaried
LP002119,Male,Yes,1,Not Graduate,No,4554,1229,158,360,1,Urban,Y,5783,739.88,0,Salaried
LP002126,Male,Yes,3+,Not Graduate,No,3173,0,74,360,1,Semiurban,Y,3173,778.13,0,Salaried
LP002128,Male,Yes,2,Graduate,,2583,2330,125,360,1,Rural,Y,4913,1126.68,0,Self-Employed
LP002129,Male,Yes,0,Graduate,No,2499,2458,160,360,1,Semiurban,Y,4957,1621.6,1,Self-Employed
LP002130,Male,Yes,,Not Graduate,No,3523,3230,152,360,0,Rural,N,6753,2267.6,0,Salaried
LP002131,Male,Yes,2,Not Graduate,No,3083,2168,126,360,1,Urban,Y,5251,369.6,0,Salaried
LP002137,Male,Yes,0,Graduate,No,6333,4583,259,360,,Semiurban,Y,10916,2385.97,0,Salaried
LP002138,Male,Yes,0,Graduate,No,2625,6250,187,360,1,Rural,Y,8875,2943.28,0,Salaried
LP002139,Male,Yes,0,Graduate,No,9083,0,228,360,1,Semiurban,Y,9083,2510.64,0,Salaried
LP002140,Male,No,0,Graduate,No,8750,4167,308,360,1,Rural,N,12917,5624.33,0,Salaried
LP002141,Male,Yes,3+,Graduate,No,2666,2083,95,360,1,Rural,Y,4749,1645.11,1,Salaried
LP002142,Female,Yes,0,Graduate,Yes,5500,0,105,360,0,Rural,N,5500,678.26,0,Salaried
LP002143,Female,Yes,0,Graduate,No,2423,505,130,360,1,Semiurban,Y,2928,239.38,0,Salaried
LP002144,Female,No,,Graduate,No,3813,0,116,180,1,Urban,Y,3813,1292.95,0,Salaried
LP002149,Male,Yes,2,Graduate,No,8333,3167,165,360,1,Rural,Y,11500,712.2,0,Unemployed
LP002151,Male,Yes,1,Graduate,No,3875,0,67,360,1,Urban,N,3875,1215.2,1,Salaried
LP002158,Male,Yes,0,Not Graduate,No,3000,1666,100,480,0,Urban,N,4666,2207.5,1,Salaried
LP002160,Male,Yes,3+,Graduate,No,5167,3167,200,360,1,Semiurban,Y,8334,2574.9,0,Salaried
LP002161,Female,No,1,Graduate,No,4723,0,81,360,1,Semiurban,N,4723,1061.15,0,Salaried
LP002170,Male,Yes,2,Graduate,No,5000,3667,236,360,1,Semiurban,Y,8667,2942.27,0,Self-Employed
LP002175,Male,Yes,0,Graduate,No,4750,2333,130,360,1,Urban,Y,7083,1814.76,0,Salaried
LP002178,Male,Yes,0,Graduate,No,3013,3033,95,300,,Urban,Y,6046,1786.76,0,Unemployed
LP002180,Male,No,0,Graduate,Yes,6822,0,141,360,1,Rural,Y,6822,3231.3,0,Salaried
LP002181,Male,No,0,Not Graduate,No,6216,0,133,360,1,Rural,N,6216,1390.81,0,Salaried
LP002187,Male,No,0,Graduate,No,2500,0,96,480,1,Semiurban,N,2500,1206.34,0,Self-Employed
LP002188,Male,No,0,Graduate,No,5124,0,124,,0,Rural,N,5124,2343.76,1,Salaried
LP002190,Male,Yes,1,Graduate,No,6325,0,175,360,1,Semiurban,Y,6325,873.52,0,Salaried
LP002191,Male,Yes,0,Graduate,No,19730,5266,570,360,1,Rural,N,24996,2029.99,0,Salaried
LP002194,Female,No,0,Graduate,Yes,15759,0,55,360,1,Semiurban,Y,15759,1502.62,1,Salaried
LP002197,Male,Yes,2,Graduate,No,5185,0,155,360,1,Semiurban,Y,5185,301.77,0,Self-Employed
LP002201,Male,Yes,2,Graduate,Yes,9323,7873,380,300,1,Rural,Y,17196,1590.62,0,Salaried
LP002205,Male,No,1,Graduate,No,3062,1987,111,180,0,Urban,N,5049,1804.28,0,Salaried
LP002209,Female,No,0,Graduate,,2764,1459,110,360,1,Urban,Y,4223,346.43,0,Salaried
LP002211,Male,Yes,0,Graduate,No,4817,923,120,180,1,Urban,Y,5740,1110.91,1,Salaried
LP002219,Male,Yes,3+,Graduate,No,8750,4996,130,360,1,Rural,Y,13746,5913.45,1,Salaried
LP002223,Male,Yes,0,Graduate,No,4310,0,130,360,,Semiurban,Y,4310,260.64,0,Salaried
LP002224,Male,No,0,Graduate,No,3069,0,71,480,1,Urban,N,3069,1278.27,0,Salaried
LP002225,Male,Yes,2,Graduate,No,5391,0,130,360,1,Urban,Y,5391,953.32,0,Self-Employed
LP002226,Male,Yes,0,Graduate,,3333,2500,128,360,1,Semiurban,Y,5833,601.81,0,Salaried
LP002229,Male,No,0,Graduate,No,5941,4232,296,360,1,Semiurban,Y,10173,3698.21,0,Salaried
LP002231,Female,No,0,Graduate,No,6000,0,156,360,1,Urban,Y,6000,1998.15,1,Self-Employed
LP002234,Male,No,0,Graduate,Yes,7167,0,128,360,1,Urban,Y,7167,3188.33,0,Salaried
LP002236,Male,Yes,2,Graduate,No,4566,0,100,360,1,Urban,N,4566,1738.65,1,Salaried
LP002237,Male,No,1,Graduate,,3667,0,113,180,1,Urban,Y,3667,1509.21,0,Salaried
LP002239,Male,No,0,Not Graduate,No,2346,1600,132,360,1,Semiurban,Y,3946,698.11,0,Salaried
LP002243,Male,Yes,0,Not Graduate,No,3010,3136,,360,0,Urban,N,6146,798.04,0,Salaried
LP002244,Male,Yes,0,Graduate,No,2333,2417,136,360,1,Urban,Y,4750,1841.94,1,Unemployed
LP002250,Male,Yes,0,Graduate,No,5488,0,125,360,1,Rural,Y,5488,2266.96,1,Salaried
LP002255,Male,No,3+,Graduate,No,9167,0,185,360,1,Rural,Y,9167,4544.33,1,Salaried
LP002262,Male,Yes,3+,Graduate,No,9504,0,275,360,1,Rural,Y,9504,2239.88,0,Self-Employed
LP002263,Male,Yes,0,Graduate,No,2583,2115,120,360,,Urban,Y,4698,1021.38,0,Salaried
LP002265,Male,Yes,2,Not Graduate,No,1993,1625,113,180,1,Semiurban,Y,3618,1444.98,1,Salaried
LP002266,Male,Yes,2,Graduate,No,3100,1400,113,360,1,Urban,Y,4500,915.13,0,Salaried
LP002272,Male,Yes,2,Graduate,No,3276,484,135,360,,Semiurban,Y,3760,1762.84,0,Unemployed
LP002277,Female,No,0,Graduate,No,3180,0,71,360,0,Urban,N,3180,1387.39,0,Salaried
LP002281,Male,Yes,0,Graduate,No,3033,1459,95,360,1,Urban,Y,4492,1091.77,1,Salaried
LP002284,Male,No,0,Not Graduate,No,3902,1666,109,360,1,Rural,Y,5568,2159.78,1,Salaried
LP002287,Female,No,0,Graduate,No,1500,1800,103,360,0,Semiurban,N,3300,1285.5,0,Salaried
LP002288,Male,Yes,2,Not Graduate,No,2889,0,45,180,0,Urban,N,2889,278.52,1,Salaried
LP002296,Male,No,0,Not Graduate,No,2755,0,65,300,1,Rural,N,2755,1256.69,1,Salaried
LP002297,Male,No,0,Graduate,No,2500,20000,103,360,1,Semiurban,Y,22500,6240.68,0,Self-Employed
LP002300,Female,No,0,Not Graduate,No,1963,0,53,360,1,Semiurban,Y,1963,828.2,0,Salaried
LP002301,Female,No,0,Graduate,Yes,7441,0,194,360,1,Rural,N,7441,1443.72,1,Salaried
LP002305,Female,No,0,Graduate,No,4547,0,115,360,1,Semiurban,Y,4547,2059.72,0,Self-Employed
LP002308,Male,Yes,0,Not Graduate,No,2167,2400,115,360,1,Urban,Y,4567,1028.22,0,Unemployed
LP002314,Female,No,0,Not Graduate,No,2213,0,66,360,1,Rural,Y,2213,121.44,0,Salaried
LP002315,Male,Yes,1,Graduate,No,8300,0,152,300,0,Semiurban,N,8300,3796.6,1,Salaried
LP002317,Male,Yes,3+,Graduate,No,81000,0,360,360,0,Rural,N,81000,7377.4,1,Salaried
LP002318,Female,No,1,Not Graduate,Yes,3867,0,62,360,1,Semiurban,N,3867,749,1,Unemployed
LP002319,Male,Yes,0,Graduate,,6256,0,160,360,,Urban,Y,6256,2987.41,0,Unemployed
LP002328,Male,Yes,0,Not Graduate,No,6096,0,218,360,0,Rural,N,6096,2912.51,1,Salaried
LP002332,Male,Yes,0,Not Graduate,No,2253,2033,110,360,1,Rural,Y,4286,1320.29,1,Self-Employed
LP002335,Female,Yes,0,Not Graduate,No,2149,3237,178,360,0,Semiurban,N,5386,1800.68,0,Salaried
LP002337,Female,No,0,Graduate,No,2995,0,60,360,1,Urban,Y,2995,754.14,1,Salaried
LP002341,Female,No,1,Graduate,No,2600,0,160,360,1,Urban,N,2600,473.06,0,Salaried
LP002342,Male,Yes,2,Graduate,Yes,1600,20000,239,360,1,Urban,N,21600,4274.62,0,Self-Employed
LP002345,Male,Yes,0,Graduate,No,1025,2773,112,360,1,Rural,Y,3798,1339.3,0,Salaried
LP002347,Male,Yes,0,Graduate,No,3246,1417,138,360,1,Semiurban,Y,4663,1811.9,0,Self-Employed
LP002348,Male,Yes,0,Graduate,No,5829,0,138,360,1,Rural,Y,5829,2367.8,0,Self-Employed
LP002357,Female,No,0,Not Graduate,No,2720,0,80,,0,Urban,N,2720,1102.49,0,Self-Employed
LP002361,Male,Yes,0,Graduate,No,1820,1719,100,360,1,Urban,Y,3539,322.2,0,Salaried
LP002362,Male,Yes,1,Graduate,No,7250,1667,110,,0,Urban,N,8917,2429.79,1,Salaried
LP002364,Male,Yes,0,Graduate,No,14880,0,96,360,1,Semiurban,Y,14880,1129.41,0,Salaried
LP002366,Male,Yes,0,Graduate,No,2666,4300,121,360,1,Rural,Y,6966,2070.91,0,Salaried
LP002367,Female,No,1,Not Graduate,No,4606,0,81,360,1,Rural,N,4606,1145.46,0,Salaried
LP002368,Male,Yes,2,Graduate,No,5935,0,133,360,1,Semiurban,Y,5935,2667.59,1,Unemployed
LP002369,Male,Yes,0,Graduate,No,2920,16.12000084,87,360,1,Rural,Y,2936.120001,610.45,0,Salaried
LP002370,Male,No,0,Not Graduate,No,2717,0,60,180,1,Urban,Y,2717,278.98,0,Salaried
LP002377,Female,No,1,Graduate,Yes,8624,0,150,360,1,Semiurban,Y,8624,986.12,1,Salaried
LP002379,Male,No,0,Graduate,No,6500,0,105,360,0,Rural,N,6500,2552.42,0,Salaried
LP002386,Male,No,0,Graduate,,12876,0,405,360,1,Semiurban,Y,12876,4225.88,0,Salaried
LP002387,Male,Yes,0,Graduate,No,2425,2340,143,360,1,Semiurban,Y,4765,455.08,0,Salaried
LP002390,Male,No,0,Graduate,No,3750,0,100,360,1,Urban,Y,3750,329.43,1,Unemployed
LP002393,Female,,,Graduate,No,10047,0,,240,1,Semiurban,Y,10047,3671.54,0,Salaried
LP002398,Male,No,0,Graduate,No,1926,1851,50,360,1,Semiurban,Y,3777,312.52,1,Unemployed
LP002401,Male,Yes,0,Graduate,No,2213,1125,,360,1,Urban,Y,3338,1401.42,0,Self-Employed
LP002403,Male,No,0,Graduate,Yes,10416,0,187,360,0,Urban,N,10416,3831.1,1,Salaried
LP002407,Female,Yes,0,Not Graduate,Yes,7142,0,138,360,1,Rural,Y,7142,618.55,1,Unemployed
LP002408,Male,No,0,Graduate,No,3660,5064,187,360,1,Semiurban,Y,8724,769.26,1,Salaried
LP002409,Male,Yes,0,Graduate,No,7901,1833,180,360,1,Rural,Y,9734,4808.48,0,Self-Employed
LP002418,Male,No,3+,Not Graduate,No,4707,1993,148,360,1,Semiurban,Y,6700,1463.43,1,Salaried
LP002422,Male,No,1,Graduate,No,37719,0,152,360,1,Semiurban,Y,37719,8177.06,0,Self-Employed
LP002424,Male,Yes,0,Graduate,No,7333,8333,175,300,,Rural,Y,15666,6513.29,0,Self-Employed
LP002429,Male,Yes,1,Graduate,Yes,3466,1210,130,360,1,Rural,Y,4676,2227,0,Self-Employed
LP002434,Male,Yes,2,Not Graduate,No,4652,0,110,360,1,Rural,Y,4652,2296.69,1,Self-Employed
LP002435,Male,Yes,0,Graduate,,3539,1376,55,360,1,Rural,N,4915,1912.03,1,Salaried
LP002443,Male,Yes,2,Graduate,No,3340,1710,150,360,0,Rural,N,5050,1107.55,1,Salaried
LP002444,Male,No,1,Not Graduate,Yes,2769,1542,190,360,,Semiurban,N,4311,377.54,0,Salaried
LP002446,Male,Yes,2,Not Graduate,No,2309,1255,125,360,0,Rural,N,3564,1424.59,0,Salaried
LP002447,Male,Yes,2,Not Graduate,No,1958,1456,60,300,,Urban,Y,3414,1028.58,1,Salaried
LP002448,Male,Yes,0,Graduate,No,3948,1733,149,360,0,Rural,N,5681,1368.55,0,Salaried
LP002449,Male,Yes,0,Graduate,No,2483,2466,90,180,0,Rural,Y,4949,2265.95,0,Unemployed
LP002453,Male,No,0,Graduate,Yes,7085,0,84,360,1,Semiurban,Y,7085,708.78,0,Salaried
LP002455,Male,Yes,2,Graduate,No,3859,0,96,360,1,Semiurban,Y,3859,1048.42,0,Self-Employed
LP002459,Male,Yes,0,Graduate,No,4301,0,118,360,1,Urban,Y,4301,237.02,0,Salaried
LP002467,Male,Yes,0,Graduate,No,3708,2569,173,360,1,Urban,N,6277,1637.65,0,Self-Employed
LP002472,Male,No,2,Graduate,No,4354,0,136,360,1,Rural,Y,4354,328.02,0,Unemployed
LP002473,Male,Yes,0,Graduate,No,8334,0,160,360,1,Semiurban,N,8334,862.3,0,Salaried
LP002478,,Yes,0,Graduate,Yes,2083,4083,160,360,,Semiurban,Y,6166,634.4,1,Salaried
LP002484,Male,Yes,3+,Graduate,No,7740,0,128,180,1,Urban,Y,7740,2648.2,0,Self-Employed
LP002487,Male,Yes,0,Graduate,No,3015,2188,153,360,1,Rural,Y,5203,2006.9,0,Salaried
LP002489,Female,No,1,Not Graduate,,5191,0,132,360,1,Semiurban,Y,5191,1622.27,0,Salaried
LP002493,Male,No,0,Graduate,No,4166,0,98,360,0,Semiurban,N,4166,2012.08,0,Salaried
LP002494,Male,No,0,Graduate,No,6000,0,140,360,1,Rural,Y,6000,1312.15,1,Salaried
LP002500,Male,Yes,3+,Not Graduate,No,2947,1664,70,180,0,Urban,N,4611,823.39,1,Salaried
LP002501,,Yes,0,Graduate,No,16692,0,110,360,1,Semiurban,Y,16692,7359,0,Salaried
LP002502,Female,Yes,2,Not Graduate,,210,2917,98,360,1,Semiurban,Y,3127,470.98,0,Salaried
LP002505,Male,Yes,0,Graduate,No,4333,2451,110,360,1,Urban,N,6784,3279.73,1,Salaried
LP002515,Male,Yes,1,Graduate,Yes,3450,2079,162,360,1,Semiurban,Y,5529,306.69,1,Unemployed
LP002517,Male,Yes,1,Not Graduate,No,2653,1500,113,180,0,Rural,N,4153,2020.21,0,Salaried
LP002519,Male,Yes,3+,Graduate,No,4691,0,100,360,1,Semiurban,Y,4691,325.66,0,Unemployed
LP002522,Female,No,0,Graduate,Yes,2500,0,93,360,,Urban,Y,2500,1127.54,0,Salaried
LP002524,Male,No,2,Graduate,No,5532,4648,162,360,1,Rural,Y,10180,2926.4,1,Salaried
LP002527,Male,Yes,2,Graduate,Yes,16525,1014,150,360,1,Rural,Y,17539,8713.97,0,Salaried
LP002529,Male,Yes,2,Graduate,No,6700,1750,230,300,1,Semiurban,Y,8450,703.11,1,Salaried
LP002530,,Yes,2,Graduate,No,2873,1872,132,360,0,Semiurban,N,4745,1419.87,0,Salaried
LP002531,Male,Yes,1,Graduate,Yes,16667,2250,86,360,1,Semiurban,Y,18917,9197.18,0,Salaried
LP002533,Male,Yes,2,Graduate,No,2947,1603,,360,1,Urban,N,4550,1298.54,0,Salaried
LP002534,Female,No,0,Not Graduate,No,4350,0,154,360,1,Rural,Y,4350,1449.55,0,Salaried
LP002536,Male,Yes,3+,Not Graduate,No,3095,0,113,360,1,Rural,Y,3095,1123.75,0,Salaried
LP002537,Male,Yes,0,Graduate,No,2083,3150,128,360,1,Semiurban,Y,5233,1332.03,0,Salaried
LP002541,Male,Yes,0,Graduate,No,10833,0,234,360,1,Semiurban,Y,10833,3600.9,0,Salaried
LP002543,Male,Yes,2,Graduate,No,8333,0,246,360,1,Semiurban,Y,8333,2607.74,1,Self-Employed
LP002544,Male,Yes,1,Not Graduate,No,1958,2436,131,360,1,Rural,Y,4394,2001.56,0,Salaried
LP002545,Male,No,2,Graduate,No,3547,0,80,360,0,Rural,N,3547,249.89,0,Salaried
LP002547,Male,Yes,1,Graduate,No,18333,0,500,360,1,Urban,N,18333,3234.55,1,Unemployed
LP002555,Male,Yes,2,Graduate,Yes,4583,2083,160,360,1,Semiurban,Y,6666,3184.25,1,Salaried
LP002556,Male,No,0,Graduate,No,2435,0,75,360,1,Urban,N,2435,1097.26,1,Salaried
LP002560,Male,No,0,Not Graduate,No,2699,2785,96,360,,Semiurban,Y,5484,1398.67,1,Unemployed
LP002562,Male,Yes,1,Not Graduate,No,5333,1131,186,360,,Urban,Y,6464,2127.04,0,Salaried
LP002571,Male,No,0,Not Graduate,No,3691,0,110,360,1,Rural,Y,3691,645.27,0,Salaried
LP002582,Female,No,0,Not Graduate,Yes,17263,0,225,360,1,Semiurban,Y,17263,2324.54,1,Salaried
LP002585,Male,Yes,0,Graduate,No,3597,2157,119,360,0,Rural,N,5754,1488.35,0,Salaried
LP002586,Female,Yes,1,Graduate,No,3326,913,105,84,1,Semiurban,Y,4239,885.99,0,Salaried
LP002587,Male,Yes,0,Not Graduate,No,2600,1700,107,360,1,Rural,Y,4300,1344.37,1,Salaried
LP002588,Male,Yes,0,Graduate,No,4625,2857,111,12,,Urban,Y,7482,635.82,0,Salaried
LP002600,Male,Yes,1,Graduate,Yes,2895,0,95,360,1,Semiurban,Y,2895,1414.14,0,Salaried
LP002602,Male,No,0,Graduate,No,6283,4416,209,360,0,Rural,N,10699,5283.11,0,Unemployed
LP002603,Female,No,0,Graduate,No,645,3683,113,480,1,Rural,Y,4328,1576.14,0,Self-Employed
LP002606,Female,No,0,Graduate,No,3159,0,100,360,1,Semiurban,Y,3159,920.04,0,Salaried
LP002615,Male,Yes,2,Graduate,No,4865,5624,208,360,1,Semiurban,Y,10489,1985.44,0,Salaried
